,TP9,AF7,AF8,TP10,Time
64,-18.555,-48.34,-39.551,-23.926,0.2569999999832362
65,-21.973,-43.945,-37.598,-26.367,0.2610000000568107
66,-22.949,-42.48,-38.574,-21.973,0.26500000001396984
67,-25.391,-36.621,-40.527,-25.879,0.268999999971129
68,-23.438,-34.668,-39.551,-28.809,0.27199999999720603
69,-27.344,-39.062,-42.48,-32.715,0.2759999999543652
70,-33.691,-45.898,-50.293,-32.715,0.2800000000279397
71,-32.227,-37.598,-49.316,-34.18,0.28100000007543713
72,-26.855,-29.297,-40.527,-38.086,0.2850000000325963
73,-29.785,-38.574,-41.992,-39.062,0.28899999998975545
74,-33.691,-42.48,-45.41,-47.852,0.29300000006332994
75,-27.832,-39.062,-44.434,-39.551,0.2970000000204891
76,-27.344,-40.527,-46.387,-33.203,0.30099999997764826
77,-29.785,-41.992,-49.805,-35.645,0.30500000005122274
78,-28.809,-43.457,-50.293,-32.715,0.3090000000083819
79,-27.344,-41.504,-42.48,-36.133,0.3130000000819564
80,-27.344,-41.992,-39.551,-38.086,0.31700000003911555
81,-32.227,-42.969,-47.852,-34.18,0.3200000000651926
82,-31.25,-40.039,-45.898,-33.203,0.32400000002235174
83,-27.344,-41.992,-41.504,-36.621,0.35500000009778887
84,-29.785,-44.434,-43.945,-32.227,0.3580000001238659
85,-31.25,-39.062,-41.016,-23.926,0.36200000008102506
86,-32.227,-41.504,-41.504,-22.949,0.3660000000381842
87,-29.297,-39.062,-42.48,-20.02,0.3700000001117587
88,-26.855,-34.668,-38.086,-17.578,0.37400000006891787
89,-25.391,-39.062,-36.133,-12.207,0.37800000002607703
90,-20.996,-32.715,-28.809,-6.348,0.3820000000996515
91,-36.621,-31.738,-29.297,-26.855,0.3860000000568107
92,-51.27,-44.922,-46.875,-47.363,0.39000000001396984
93,-56.152,-49.805,-47.852,-53.711,0.3940000000875443
94,-70.312,-47.363,-39.062,-59.57,0.3980000000447035
95,-83.008,-38.086,-32.715,-68.848,0.38500000012572855
96,-93.75,-36.133,-36.133,-88.379,0.38800000003539026
97,-125.0,-44.922,-54.199,-120.605,0.39200000010896474
98,-145.02,-50.293,-59.57,-134.277,0.3960000000661239
99,-148.926,-52.246,-62.012,-134.766,0.40000000002328306
100,-169.922,-55.176,-64.941,-154.785,0.40400000009685755
101,-205.566,-57.617,-68.359,-192.383,0.40899999998509884
102,-234.375,-50.293,-74.219,-218.75,0.41200000001117587
103,-248.535,-49.316,-74.219,-225.098,0.41600000008475035
104,-240.234,-52.734,-75.195,-226.562,0.4200000000419095
105,-222.656,-39.062,-74.707,-222.168,0.4239999999990687
106,-222.168,-36.133,-68.359,-222.656,0.42800000007264316
107,-225.098,-47.363,-63.965,-213.379,0.4450000000651926
108,-211.426,-54.199,-60.547,-191.406,0.44900000002235174
109,-191.406,-54.688,-57.617,-169.922,0.4520000000484288
110,-170.41,-45.898,-53.223,-153.809,0.45600000000558794
111,-142.578,-48.34,-53.223,-135.254,0.4600000000791624
112,-128.906,-57.617,-51.758,-114.746,0.4640000000363216
113,-118.164,-59.082,-45.41,-105.957,0.46799999999348074
114,-92.285,-54.199,-41.992,-95.215,0.4719999999506399
115,-78.125,-54.688,-45.41,-71.777,0.4760000000242144
116,-72.266,-63.477,-48.34,-56.641,0.47999999998137355
117,-49.805,-57.129,-44.434,-45.41,0.48400000005494803
118,-30.762,-46.387,-41.992,-31.738,0.4880000000121072
119,-23.926,-41.992,-43.945,-18.066,0.49199999996926636
120,-19.043,-45.41,-47.363,-14.16,0.49600000004284084
121,-10.254,-52.246,-46.875,-7.324,0.5
122,-3.418,-52.734,-48.828,1.953,0.5039999999571592
123,8.789,-53.223,-51.758,9.277,0.5080000000307336
124,17.09,-48.34,-48.34,21.973,0.5110000000568107
125,21.484,-42.48,-41.016,23.926,0.5150000000139698
126,33.203,-39.062,-36.621,30.762,0.518999999971129
127,40.527,-38.574,-40.039,37.109,0.5230000000447035
128,38.574,-41.504,-47.852,40.527,0.5270000000018626
129,35.156,-37.598,-43.457,49.316,0.5309999999590218
130,46.875,-38.574,-34.668,54.199,0.5339999999850988
131,49.805,-41.504,-36.621,55.664,0.5659999999916181
132,43.945,-38.574,-39.062,55.664,0.5700000000651926
133,44.434,-36.133,-34.668,55.664,0.5740000000223517
134,43.457,-34.18,-32.715,56.152,0.5779999999795109
135,49.316,-38.086,-38.574,52.734,0.5810000000055879
136,46.387,-37.598,-38.574,47.852,0.5850000000791624
137,36.621,-33.691,-29.297,47.363,0.5890000000363216
138,39.551,-38.574,-30.273,44.922,0.5929999999934807
139,45.41,-43.945,-30.762,41.992,0.5970000000670552
140,45.41,-41.016,-24.902,39.062,0.6000000000931323
141,34.18,-38.574,-25.879,39.062,0.6040000000502914
142,32.715,-39.551,-29.785,34.668,0.6080000001238659
143,36.133,-43.945,-34.668,28.32,0.5810000000055879
144,28.32,-41.504,-31.738,28.32,0.5850000000791624
145,22.949,-34.18,-28.32,23.926,0.5890000000363216
146,21.973,-30.762,-36.621,18.555,0.5929999999934807
147,22.461,-34.18,-35.156,19.043,0.5960000000195578
148,19.043,-38.574,-33.203,20.02,0.6000000000931323
149,13.184,-37.109,-34.18,13.672,0.6040000000502914
150,6.836,-41.504,-35.645,8.789,0.6080000001238659
151,5.371,-44.922,-36.621,10.254,0.6120000000810251
152,7.812,-35.156,-32.715,13.184,0.6160000000381842
153,6.836,-28.809,-31.25,11.719,0.6190000000642613
154,3.418,-34.18,-32.227,9.766,0.6230000000214204
155,-1.465,-39.062,-33.203,12.207,0.6120000000810251
156,0.488,-35.645,-30.273,20.508,0.6160000000381842
157,1.953,-34.668,-29.785,15.625,0.6200000001117587
158,-3.906,-45.898,-46.387,-6.348,0.6240000000689179
159,-9.766,-42.48,-57.617,-12.695,0.628000000026077
160,-9.766,-29.785,-50.781,-11.719,0.6320000000996515
161,-9.766,-26.367,-43.945,-13.184,0.6360000000568107
162,-8.301,-31.738,-45.41,-16.113,0.6400000000139698
163,-8.789,-36.133,-52.734,-19.531,0.6440000000875443
164,-3.906,-24.414,-41.992,-23.926,0.6480000000447035
165,0.488,-25.879,-36.621,-24.902,0.652000000118278
166,-10.742,-30.273,-41.992,-16.602,0.6560000000754371
167,-12.207,-18.066,-35.645,-13.672,0.6700000000419095
168,-3.418,-19.043,-35.156,-22.461,0.6730000000679865
169,-6.836,-28.32,-42.969,-22.461,0.6770000000251457
170,-13.672,-24.902,-44.434,-19.531,0.6809999999823049
171,-14.16,-23.438,-42.969,-15.137,0.6850000000558794
172,-17.578,-36.621,-45.41,-12.207,0.6890000000130385
173,-15.137,-41.016,-45.41,-14.16,0.693000000086613
174,-13.184,-35.156,-45.898,-11.719,0.6970000000437722
175,-10.254,-27.832,-40.527,-7.812,0.7010000000009313
176,-13.184,-31.25,-36.621,-11.719,0.7050000000745058
177,-17.09,-39.551,-43.457,-11.23,0.709000000031665
178,-14.16,-39.551,-45.41,-7.812,0.712000000057742
179,-18.555,-35.156,-42.969,-12.207,0.7010000000009313
180,-18.066,-34.18,-41.992,-16.602,0.7050000000745058
181,-16.602,-37.598,-41.992,-18.066,0.709000000031665
182,-21.973,-37.598,-40.527,-23.438,0.7129999999888241
183,-22.461,-38.086,-41.016,-26.367,0.7170000000623986
184,-20.996,-41.016,-41.504,-21.973,0.7210000000195578
185,-21.484,-43.457,-43.945,-22.461,0.7249999999767169
186,-22.949,-42.48,-49.805,-33.203,0.7290000000502914
187,-22.949,-42.969,-43.457,-39.062,0.7330000000074506
188,-22.949,-43.945,-41.992,-37.109,0.7369999999646097
189,-25.391,-41.504,-48.828,-38.574,0.7410000000381842
190,-20.508,-40.527,-45.41,-36.133,0.7449999999953434
191,-14.16,-33.691,-41.016,-35.645,0.7600000000093132
192,-21.973,-32.227,-42.969,-33.691,0.7639999999664724
193,-31.738,-32.227,-42.969,-24.414,0.7680000000400469
194,-27.832,-31.25,-39.062,-19.043,0.771999999997206
195,-27.832,-35.156,-34.668,-17.09,0.7759999999543652
196,-30.762,-41.016,-38.086,-18.066,0.7800000000279397
197,-26.367,-43.945,-41.016,-20.02,0.7830000000540167
198,-23.438,-35.645,-33.203,-25.391,0.7870000000111759
199,-18.066,-32.715,-33.203,-24.414,0.7910000000847504
200,-16.113,-33.691,-32.227,-16.602,0.7950000000419095
201,-19.043,-30.762,-24.414,-13.184,0.7989999999990687
202,-15.625,-33.203,-25.391,-13.184,0.8030000000726432
203,-14.648,-34.18,-38.086,-21.484,0.8059999999823049
204,-28.809,-31.738,-43.945,-26.855,0.8100000000558794
205,-34.18,-35.645,-38.086,-18.555,0.8140000000130385
206,-35.645,-42.969,-34.668,-22.949,0.818000000086613
207,-28.32,-47.363,-32.715,-25.391,0.8220000000437722
208,-24.414,-53.711,-41.992,-21.973,0.8260000000009313
209,-32.715,-54.688,-44.922,-28.809,0.8300000000745058
210,-34.18,-47.852,-41.504,-33.203,0.834000000031665
211,-26.367,-48.34,-43.457,-25.879,0.8379999999888241
212,-27.344,-46.875,-41.016,-22.461,0.8410000000149012
213,-33.691,-43.457,-37.598,-25.879,0.8450000000884756
214,-34.18,-43.457,-37.109,-27.832,0.8490000000456348
215,-27.832,-36.621,-35.645,-25.391,0.8790000000735745
216,-20.996,-34.668,-36.133,-21.973,0.8830000000307336
217,-23.438,-37.598,-40.039,-26.367,0.8870000001043081
218,-28.32,-43.457,-46.875,-31.25,0.8910000000614673
219,-32.227,-53.711,-54.199,-34.18,0.8950000000186265
220,-28.32,-51.27,-52.246,-30.762,0.8990000000922009
221,-21.973,-46.875,-41.016,-28.809,0.9030000000493601
222,-25.391,-44.922,-40.527,-30.762,0.9070000000065193
223,-28.809,-47.363,-46.875,-28.32,0.9110000000800937
224,-23.438,-48.34,-45.898,-26.855,0.9150000000372529
225,-17.09,-41.016,-39.062,-24.414,0.9189999999944121
226,-17.09,-44.434,-37.109,-21.484,0.9230000000679865
227,-24.902,-47.852,-43.457,-26.855,0.8960000000661239
228,-23.438,-41.992,-48.34,-23.926,0.9000000000232831
229,-14.16,-38.086,-39.551,-21.484,0.9040000000968575
230,-19.043,-38.574,-37.109,-23.438,0.9089999999850988
231,-30.273,-42.48,-44.434,-23.926,0.9120000000111759
232,-27.832,-43.457,-44.434,-25.879,0.9160000000847504
233,-21.484,-41.016,-34.668,-19.043,0.9200000000419095
234,-19.043,-38.574,-28.809,-14.648,0.9239999999990687
235,-24.414,-47.852,-36.621,-17.578,0.9280000000726432
236,-28.809,-52.246,-39.551,-19.531,0.9320000000298023
237,-29.785,-45.41,-40.527,-31.738,0.9359999999869615
238,-33.203,-52.734,-50.781,-36.133,0.940000000060536
239,-30.273,-57.617,-48.828,-33.691,0.9550000000745058
240,-36.133,-52.734,-45.41,-38.086,0.959000000031665
241,-37.109,-44.922,-46.387,-37.598,0.9629999999888241
242,-31.25,-44.434,-44.922,-31.738,0.9670000000623986
243,-35.645,-48.34,-46.387,-33.203,0.9710000000195578
244,-38.086,-44.922,-48.828,-37.109,0.9749999999767169
245,-33.691,-37.598,-48.828,-37.598,0.9790000000502914
246,-34.18,-44.922,-48.34,-41.504,0.9830000000074506
247,-32.715,-51.758,-42.969,-35.156,0.9869999999646097
248,-31.25,-41.992,-38.086,-32.715,0.9899999999906868
249,-35.156,-39.551,-40.527,-38.574,0.9939999999478459
250,-36.133,-47.852,-39.062,-29.785,0.9980000000214204
251,-28.32,-41.992,-30.762,-26.855,1.0019999999785796
252,-22.949,-29.785,-34.18,-31.25,1.006000000052154
253,-28.809,-33.691,-43.457,-33.691,1.0100000000093132
254,-28.32,-36.621,-48.34,-30.273,1.0139999999664724
255,-30.273,-33.691,-48.828,-26.855,1.0169999999925494
256,-33.203,-38.574,-46.387,-26.367,1.0209999999497086
257,-32.715,-37.598,-44.922,-26.855,1.025000000023283
258,-24.414,-33.691,-46.875,-19.531,1.0289999999804422
259,-22.949,-33.691,-49.316,-13.184,1.0330000000540167
260,-32.715,-31.738,-44.922,-21.973,1.0370000000111759
261,-38.574,-37.598,-43.457,-31.25,1.040000000037253
262,-36.133,-41.992,-44.922,-35.645,1.043999999994412
263,-31.738,-40.039,-44.434,-34.18,1.047000000020489
264,-35.645,-37.598,-40.039,-29.785,1.0509999999776483
265,-37.109,-40.527,-42.48,-28.809,1.0550000000512227
266,-36.621,-48.828,-46.387,-28.809,1.059000000008382
267,-36.621,-51.27,-44.434,-29.297,1.062000000034459
268,-33.691,-47.363,-44.922,-34.18,1.065999999991618
269,-35.156,-42.48,-45.41,-32.715,1.0700000000651926
270,-37.598,-40.039,-43.457,-31.25,1.0740000000223517
271,-38.086,-41.992,-41.016,-34.18,1.077999999979511
272,-36.621,-45.898,-41.992,-38.574,1.0820000000530854
273,-36.621,-49.316,-47.363,-38.574,1.0860000000102445
274,-43.457,-46.387,-52.246,-38.086,1.090000000083819
275,-37.109,-41.504,-47.363,-38.574,1.1040000000502914
276,-27.344,-40.527,-45.41,-33.691,1.108000000123866
277,-27.344,-45.898,-47.852,-34.18,1.112000000081025
278,-31.25,-49.316,-46.875,-31.25,1.1160000000381842
279,-31.25,-46.875,-39.551,-29.297,1.1200000001117587
280,-27.832,-48.828,-44.434,-35.645,1.1240000000689179
281,-29.297,-45.41,-47.852,-35.156,1.128000000026077
282,-27.832,-44.434,-39.551,-30.273,1.1320000000996515
283,-28.32,-48.34,-38.086,-29.785,1.1360000000568107
284,-23.926,-48.828,-34.18,-27.344,1.1400000000139698
285,-20.996,-56.152,-40.039,-19.043,1.1440000000875443
286,-25.391,-52.246,-43.457,-19.043,1.1470000001136214
287,-29.785,-43.945,-38.574,-35.156,1.1350000001257285
288,-22.949,-41.016,-36.621,-33.691,1.1390000000828877
289,-23.926,-37.598,-36.621,-28.32,1.1420000001089647
290,-30.762,-36.133,-41.016,-32.227,1.146000000066124
291,-32.715,-35.156,-41.992,-33.691,1.150000000023283
292,-27.832,-40.039,-40.527,-36.133,1.1540000000968575
293,-19.531,-40.527,-39.062,-38.086,1.1589999999850988
294,-23.926,-43.945,-36.621,-41.016,1.1620000000111759
295,-34.18,-47.363,-36.133,-41.016,1.1660000000847504
296,-35.156,-49.805,-43.457,-45.41,1.1700000000419095
297,-36.621,-46.387,-46.387,-46.875,1.1739999999990687
298,-41.504,-39.551,-41.504,-44.434,1.1780000000726432
299,-37.109,-44.434,-45.898,-41.504,1.1809999999823049
300,-32.227,-46.387,-47.852,-34.668,1.1850000000558794
301,-24.902,-38.086,-46.875,-36.133,1.1890000000130385
302,-21.484,-32.227,-45.41,-37.598,1.193000000086613
303,-30.762,-37.598,-43.457,-33.691,1.1970000000437722
304,-39.062,-48.34,-51.758,-34.18,1.2010000000009313
305,-38.086,-52.734,-51.758,-38.574,1.2050000000745058
306,-39.062,-45.41,-38.574,-41.016,1.2079999999841675
307,-41.992,-46.875,-33.691,-40.527,1.212000000057742
308,-39.062,-55.176,-33.203,-30.273,1.2160000000149012
309,-36.621,-46.387,-35.156,-27.832,1.2210000000195578
310,-34.668,-47.363,-33.203,-34.668,1.224999999976717
311,-34.18,-51.758,-31.738,-34.18,1.2269999999552965
312,-47.363,-46.387,-39.551,-40.527,1.231000000028871
313,-53.223,-37.598,-44.922,-49.316,1.2349999999860302
314,-28.32,-23.926,-39.062,-32.715,1.2389999999431893
315,-12.207,-33.691,-35.645,-11.719,1.2430000000167638
316,-17.09,-47.363,-43.945,-8.789,1.246999999973923
317,-35.645,-48.34,-43.945,-21.484,1.2510000000474975
318,-41.992,-43.945,-45.898,-32.715,1.2550000000046566
319,-28.32,-49.805,-50.781,-30.762,1.2589999999618158
320,-52.734,-34.18,-62.988,-47.363,1.2630000000353903
321,-67.871,22.949,-66.895,-58.594,1.265999999945052
322,-31.25,2.93,-49.316,-39.551,1.2700000000186265
323,-15.137,-54.199,-38.086,-23.926,1.271999999997206
324,-59.082,-52.246,-57.617,-55.664,1.2759999999543652
325,-96.68,19.043,-74.707,-86.914,1.2800000000279397
326,-77.637,31.25,-74.707,-67.383,1.2830000000540167
327,-42.969,-71.777,-60.547,-41.992,1.2870000000111759
328,-17.09,-116.211,-54.688,-26.367,1.2910000000847504
329,-22.461,-115.723,-57.129,-29.297,1.2950000000419095
330,-63.965,-154.297,-50.781,-63.477,1.2989999999990687
331,-107.91,-126.465,-73.73,-98.633,1.3030000000726432
332,-76.66,-125.977,-78.125,-78.125,1.3070000000298023
333,-31.738,-234.863,-58.594,-44.922,1.3109999999869615
334,-19.043,-329.59,-41.016,-26.367,1.3140000000130385
335,-11.23,-439.453,-27.344,-26.855,1.315999999991618
336,-86.914,-492.188,-77.148,-90.82,1.3200000000651926
337,-126.953,-429.199,-103.516,-114.746,1.3240000000223517
338,-26.855,-533.691,-70.312,-29.297,1.327999999979511
339,15.137,-659.18,-52.246,6.348,1.3320000000530854
340,-9.766,-627.93,-46.875,-24.414,1.3360000000102445
341,-32.715,-526.855,-59.082,-47.852,1.340000000083819
342,-88.867,196.777,-103.516,-95.703,1.343000000109896
343,-88.867,922.852,-111.328,-95.703,1.3470000000670552
344,-16.602,962.891,-71.289,-37.598,1.3510000000242144
345,-13.184,910.645,-77.637,-39.551,1.3550000000977889
346,-42.969,408.691,-110.84,-61.035,1.359000000054948
347,-40.527,-252.93,-113.77,-55.176,1.3610000000335276
348,-68.848,-581.543,-125.488,-82.031,1.365000000107102
349,-86.914,117.676,-138.184,-103.027,1.3690000000642613
350,-35.645,-988.77,-115.234,-56.152,1.3730000000214204
351,-16.113,958.008,-112.793,-40.527,1.377000000094995
352,-24.414,950.684,-127.93,-53.223,1.380000000121072
353,-46.387,975.098,-157.227,-70.801,1.384000000078231
354,-77.637,971.68,-182.617,-99.121,1.3880000000353903
355,-56.641,966.309,-153.32,-76.66,1.3920000001089647
356,11.719,922.363,-118.164,-14.16,1.396000000066124
357,-13.672,-942.383,-155.273,-40.039,1.400000000023283
358,-58.594,222.656,-189.453,-85.938,1.4040000000968575
359,-28.809,-982.91,-184.57,-58.105,1.4060000000754371
360,-20.996,-1000.0,-176.27,-42.969,1.4100000000325963
361,-34.18,-969.238,-187.012,-54.688,1.4139999999897555
362,-33.203,-1000.0,-201.172,-57.617,1.41800000006333
363,-28.809,-1000.0,-217.285,-51.27,1.422000000020489
364,-16.113,-1000.0,-232.91,-39.062,1.4259999999776483
365,-30.762,-1000.0,-245.605,-50.781,1.4300000000512227
366,-43.457,-1000.0,-263.672,-58.105,1.434000000008382
367,-21.973,-1000.0,-267.578,-32.227,1.4380000000819564
368,-57.617,-1000.0,-303.223,-61.523,1.4420000000391155
369,-78.613,-1000.0,-332.52,-86.426,1.4450000000651926
370,-25.391,-1000.0,-289.551,-34.18,1.4490000000223517
371,-42.969,-1000.0,-284.668,-44.434,1.4520000000484288
372,-80.566,-1000.0,-302.246,-82.031,1.456000000005588
373,-60.059,-1000.0,-294.434,-62.988,1.4600000000791624
374,-22.949,-1000.0,-277.832,-31.25,1.4640000000363216
375,10.254,-1000.0,-269.531,0.0,1.4670000000623986
376,-21.484,-1000.0,-311.035,-24.902,1.47199999995064
377,-14.648,-1000.0,-315.918,-16.113,1.4760000000242144
378,8.789,-987.793,-322.754,-0.977,1.4799999999813735
379,-57.129,-973.633,-400.879,-65.918,1.484000000054948
380,-100.586,-1000.0,-520.02,-98.145,1.4880000000121072
381,-90.82,-140.137,-629.883,-86.914,1.4910000000381842
382,-48.828,933.105,-689.941,-55.176,1.4949999999953434
383,-23.926,965.332,-733.398,-25.391,1.5100000000093132
384,-8.301,944.336,-787.598,-7.812,1.5139999999664724
385,-53.711,977.051,-897.949,-53.223,1.5180000000400469
386,-82.031,969.727,-975.098,-75.684,1.521999999997206
387,-3.418,931.152,-991.211,-0.977,1.5259999999543652
388,2.93,954.59,-1000.0,7.324,1.5300000000279397
389,-51.27,976.562,-1000.0,-38.574,1.5330000000540167
390,-19.531,967.285,-1000.0,-17.09,1.5370000000111759
391,13.672,970.703,-1000.0,-1.953,1.5410000000847504
392,-68.359,969.727,-1000.0,-77.148,1.5450000000419095
393,-82.52,969.727,-1000.0,-84.961,1.5489999999990687
394,22.949,970.215,-1000.0,0.488,1.5520000000251457
395,9.277,972.656,-1000.0,-13.672,1.5559999999823049
396,-55.664,959.961,-1000.0,-52.734,1.5600000000558794
397,-52.246,959.473,-1000.0,-32.227,1.5640000000130385
398,-47.363,939.941,-1000.0,-26.855,1.568000000086613
399,-44.922,388.184,-1000.0,-29.297,1.5720000000437722
400,-63.965,-557.129,-1000.0,-39.551,1.5760000000009313
401,-57.129,-965.82,-1000.0,-30.273,1.5800000000745058
402,-30.273,-1000.0,-1000.0,-12.695,1.584000000031665
403,-33.203,-687.012,-1000.0,-17.578,1.5879999999888241
404,-41.016,168.945,-1000.0,-21.973,1.5920000000623986
405,-33.203,604.004,-1000.0,-15.625,1.5950000000884756
406,-25.879,569.824,-1000.0,-8.789,1.5990000000456348
407,-24.902,-418.945,-1000.0,-6.836,1.6010000000242144
408,-24.902,-957.52,-1000.0,-1.465,1.6050000000977889
409,-73.73,309.57,-1000.0,-43.457,1.609000000054948
410,-52.734,-943.848,-1000.0,-24.902,1.6130000000121072
411,-14.16,925.781,-1000.0,1.465,1.6170000000856817
412,-29.785,958.984,-1000.0,-20.996,1.6200000001117587
413,-58.105,971.191,-1000.0,-40.039,1.6240000000689179
414,-65.918,971.191,-1000.0,-43.945,1.628000000026077
415,-28.809,968.75,-1000.0,-10.742,1.6320000000996515
416,-18.066,965.332,-1000.0,-5.371,1.6360000000568107
417,-10.742,968.75,-1000.0,-3.418,1.6400000000139698
418,-17.578,970.703,-1000.0,-6.348,1.6440000000875443
419,-52.246,969.727,-1000.0,-39.062,1.690000000060536
420,-88.379,970.215,-1000.0,-78.613,1.6940000000176951
421,-59.57,969.727,-998.047,-55.176,1.6980000000912696
422,-20.02,969.727,-1000.0,-24.414,1.7020000000484288
423,-21.973,970.215,-985.84,-25.391,1.706000000005588
424,-4.883,970.215,-905.762,-9.277,1.7100000000791624
425,-13.184,970.215,-800.293,-15.625,1.7129999999888241
426,-33.203,970.215,-669.434,-37.109,1.7170000000623986
427,-24.414,969.727,-574.219,-25.391,1.72199999995064
428,-57.617,969.727,-517.578,-45.898,1.7260000000242144
429,-69.336,969.727,-429.688,-63.965,1.7299999999813735
430,-32.715,969.727,-326.66,-29.297,1.7330000000074506
431,-28.32,969.727,-249.023,-20.508,1.693000000086613
432,-35.645,969.727,-193.359,-25.391,1.6959999999962747
433,-44.922,969.727,-132.812,-38.574,1.7000000000698492
434,-32.227,969.727,-73.242,-25.879,1.7040000000270084
435,-5.859,969.727,-43.457,4.395,1.7079999999841675
436,-45.898,969.727,-92.773,-30.762,1.712000000057742
437,-62.012,969.727,-143.066,-46.387,1.7160000000149012
438,-15.625,969.727,-192.871,-11.719,1.7199999999720603
439,-34.668,970.215,-322.266,-27.832,1.7240000000456348
440,-52.734,969.727,-444.824,-39.062,1.728000000002794
441,-25.391,970.703,-490.723,-14.648,1.7319999999599531
442,-32.715,969.238,-591.797,-27.832,1.7360000000335276
443,-47.363,964.355,-773.438,-39.551,1.7369999999646097
444,-25.391,968.262,-884.277,-13.672,1.7410000000381842
445,-18.066,975.098,-962.402,-12.207,1.7449999999953434
446,-60.547,942.871,-998.535,-49.316,1.7489999999525025
447,-50.781,947.754,-998.047,-34.18,1.753000000026077
448,-16.602,974.609,-1000.0,-4.883,1.756000000052154
449,-40.527,970.215,-1000.0,-27.832,1.7600000000093132
450,-62.988,960.938,-1000.0,-46.875,1.7639999999664724
451,-80.566,952.148,-1000.0,-56.152,1.7680000000400469
452,-45.898,968.75,-1000.0,-34.668,1.771999999997206
453,0.977,971.191,-998.535,1.465,1.7759999999543652
454,-24.414,969.238,-991.211,-11.23,1.7800000000279397
455,-23.926,969.727,-967.285,-11.719,1.7810000000754371
